ipaddress,demandbase_sid,company_name,page,referrer,user_agent,city,country,timestamp,date_time
93.169.119.22,,,http://www.ftserussell.com/blog/us-reits-its-not-just-about-interest-rates?utm_source=twitter&utm_medium=social&utm_term=15may2018&utm_content=&utm_campaign=blog,https://t.co/cYbh7t7qCA,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,SA,1526569403,5/17/18 15:03
204.232.228.189,1874506,Signature Consultants,http://www.ftserussell.com/about-us/contact-us,https://www.google.com/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36",Fort Lauderdale,US,1526569403,5/17/18 15:03
208.177.231.118,,,http://www.ftse.com/analytics/factsheets/Home/Search,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,US,1526569403,5/17/18 15:03
194.8.124.5,88581275,Atos Information Technology GmbH,http://www.ftse.com/products/indices/f4g-esg-ratings,http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=10&ved=0ahUKEwjL0JL2gY3bAhXKCcAKHS0zDioQFghWMAk&url=http%3A%2F%2Fwww.ftse.com%2Fproducts%2Findices%2Ff4g-esg-ratings&usg=AOvVaw0WVxVlBAjdmrJICVFwRUgx,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Essen,DE,1526569405,5/17/18 15:03
194.8.124.5,88581275,Atos Information Technology GmbH,http://www.ftse.com/products/indices/f4g-esg-ratings,http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=10&ved=0ahUKEwjL0JL2gY3bAhXKCcAKHS0zDioQFghWMAk&url=http%3A%2F%2Fwww.ftse.com%2Fproducts%2Findices%2Ff4g-esg-ratings&usg=AOvVaw0WVxVlBAjdmrJICVFwRUgx,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Essen,DE,1526569405,5/17/18 15:03
208.177.231.118,,,http://www.ftse.com/analytics/factsheets/Home/Search,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,US,1526569406,5/17/18 15:03
131.175.147.135,9643371,Cineca Consorzio Interuniversitario,http://www.ftse.com/products/indexmenu,http://www.ftse.com/products/indexmenu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",Casalecchio Di Reno,IT,1526569409,5/17/18 15:03
131.175.147.135,9643371,Cineca Consorzio Interuniversitario,http://www.ftse.com/products/indexmenu,http://www.ftse.com/products/indexmenu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",Casalecchio Di Reno,IT,1526569412,5/17/18 15:03
199.166.14.245,62481418,ScotiaMcLeod Inc,https://www.ftserussell.com/research,https://www.ftserussell.com/index-series/index-spotlights/smart-beta-factor-indexes,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Barrie,CA,1526569425,5/17/18 15:03
67.254.148.156,,,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/keep-it-simple-russell-us-style-indexes,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/russell-us-market-cap-indexes,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,US,1526569426,5/17/18 15:03
170.40.193.68,417598,DST Systems Inc,http://www.ftserussell.com/financial-data/industry-classification-benchmark-icb,http://www.ftserussell.com/index-series/classification,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,Kansas City,US,1526569428,5/17/18 15:03
69.191.211.202,58474121,Bloomberg Financial Markets,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL?productTitle=All%20Notices,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1;),New York,US,1526569430,5/17/18 15:03
172.56.22.161,,,http://www.ftse.com/analytics/factsheets/Home/ConstituentsWeights,https://www.google.com/,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_1 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) GSA/49.0.195456936 Mobile/15E302 Safari/604.1",,US,1526569430,5/17/18 15:03
210.177.10.169,,,http://www.ftse.com/products/index-notices/home/getnotices/?id=XIN,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; rv:11.0) like Gecko,,HK,1526569438,5/17/18 15:03
38.125.43.66,10710256,Times Square Capital Management LLC,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes,https://www.google.com/,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",New York,US,1526569439,5/17/18 15:03
210.177.10.169,,,http://www.ftse.com/products/index-notices/home/getnotices/?id=XIN,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; rv:11.0) like Gecko,,HK,1526569440,5/17/18 15:04
198.45.23.27,2277,S & P Global Inc,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL?productTitle=All%20Notices&_ga=2.148283767.1780960108.1526056172-270729517.1526056172,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",New York,US,1526569440,5/17/18 15:04
199.166.14.245,62481418,ScotiaMcLeod Inc,https://www.ftserussell.com/files/research/russell-2000-index-small-cap-index-choice,https://www.ftserussell.com/research,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Barrie,CA,1526569441,5/17/18 15:04
213.215.209.138,94943308,Sodali SPA,http://www.ftse.com/products/indices/Eurofirst,https://www.google.it/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",Roma,IT,1526569443,5/17/18 15:04
38.125.43.66,10710256,Times Square Capital Management LLC,http://www.ftserussell.com/financial-data/equity-data,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",New York,US,1526569443,5/17/18 15:04
213.215.209.138,94943308,Sodali SPA,http://www.ftse.com/products/indices/Eurofirst,https://www.google.it/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",Roma,IT,1526569443,5/17/18 15:04
172.56.22.161,,,http://www.ftse.com/analytics/factsheets/Home/ConstituentsWeights,https://www.google.com/,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_1 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) GSA/49.0.195456936 Mobile/15E302 Safari/604.1",,US,1526569445,5/17/18 15:04
213.215.209.138,94943308,Sodali SPA,http://www.ftse.com/Analytics/FactSheets/,http://www.ftse.com/products/indices/Eurofirst,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",Roma,IT,1526569447,5/17/18 15:04
198.45.23.27,2277,S & P Global Inc,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL?productTitle=All%20Notices&_ga=2.148283767.1780960108.1526056172-270729517.1526056172,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",New York,US,1526569447,5/17/18 15:04
193.200.216.8,25255876,Polska Agencja Prasowa SA,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL?productTitle=All%20Notices&_ga=2.17595321.1276961493.1511414992-2089889935.1511414992,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Warszawa,PL,1526569448,5/17/18 15:04
193.200.216.8,25255876,Polska Agencja Prasowa SA,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL?productTitle=All%20Notices&_ga=2.17595321.1276961493.1511414992-2089889935.1511414992,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Warszawa,PL,1526569448,5/17/18 15:04
38.125.43.66,10710256,Times Square Capital Management LLC,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes,https://www.google.com/,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",New York,US,1526569449,5/17/18 15:04
131.175.147.135,9643371,Cineca Consorzio Interuniversitario,http://www.ftse.com/products/indices/italia,http://www.ftse.com/products/indexmenu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",Casalecchio Di Reno,IT,1526569451,5/17/18 15:04
213.215.209.138,94943308,Sodali SPA,http://www.ftse.com/Analytics/FactSheets/,http://www.ftse.com/products/indices/Eurofirst,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",Roma,IT,1526569451,5/17/18 15:04
212.161.53.84,29015547,Morningstar Europe Ltd,http://www.ftse.com/Analytics/factsheets/Home/Search,http://www.ftse.com/products/indices/uk,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",London,GB,1526569459,5/17/18 15:04
131.175.147.135,9643371,Cineca Consorzio Interuniversitario,http://www.ftse.com/products/indices/italia,http://www.ftse.com/products/indexmenu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",Casalecchio Di Reno,IT,1526569459,5/17/18 15:04
38.125.43.66,10710256,Times Square Capital Management LLC,http://www.ftserussell.com/index-series/index-tools/russell-index-performance-calculator,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/russell-us-market-cap-indexes,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",New York,US,1526569462,5/17/18 15:04
202.106.102.177,,,http://www.ftse.com/Analytics/factsheets/home/search,http://www.ftse.com/products/indices/epra-nareit,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0",,CN,1526569462,5/17/18 15:04
206.47.33.146,3487433,Aon Reed Stenhouse Inc,https://www.ftserussell.com/research-insights/education-center/how-are-indexes-weighted,https://www.google.ca/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569464,5/17/18 15:04
212.161.53.84,29015547,Morningstar Europe Ltd,http://www.ftse.com/Analytics/factsheets/Home/Search,http://www.ftse.com/products/indices/uk,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",London,GB,1526569466,5/17/18 15:04
38.125.43.66,10710256,Times Square Capital Management LLC,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/russell-us-market-cap-indexes,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",New York,US,1526569469,5/17/18 15:04
199.85.22.100,22837572,Arrowstreet Capital,http://www.ftse.com/products/indices/country-classification,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Boston,US,1526569476,5/17/18 15:04
80.169.239.221,120220674,Balyasny Europe Asset Management LLP,http://www.ftserussell.com/,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",London,GB,1526569477,5/17/18 15:04
199.85.22.100,22837572,Arrowstreet Capital,http://www.ftse.com/products/indices/country-classification,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Boston,US,1526569478,5/17/18 15:04
80.169.239.221,120220674,Balyasny Europe Asset Management LLP,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL?productTitle=All%20Notices&_ga=2.235719874.296682258.1526569468-917177596.1517838619,http://www.ftserussell.com/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",London,GB,1526569480,5/17/18 15:04
67.254.148.156,,,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/russell-2000-index-small-cap-index-choice,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/keep-it-simple-russell-us-style-indexes,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,US,1526569483,5/17/18 15:04
80.169.239.221,120220674,Balyasny Europe Asset Management LLP,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL?productTitle=All%20Notices&_ga=2.235719874.296682258.1526569468-917177596.1517838619,http://www.ftserussell.com/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",London,GB,1526569487,5/17/18 15:04
73.241.211.235,,,http://www.ftserussell.com/,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",,US,1526569487,5/17/18 15:04
85.179.160.134,,,http://www.ftse.com/products/indices/russell-us,https://www.google.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,DE,1526569491,5/17/18 15:04
85.179.160.134,,,http://www.ftse.com/products/indices/russell-us,https://www.google.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,DE,1526569491,5/17/18 15:04
202.106.102.177,,,http://www.ftse.com/products/indices/epra-nareit,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0",,CN,1526569495,5/17/18 15:04
141.226.123.235,,,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL?productTitle=All%20Notices,https://www.google.co.il/,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,IL,1526569497,5/17/18 15:04
69.191.211.217,58474121,Bloomberg Financial Markets,http://www.ftse.com/products/index-notices/Home/GetReviews/ALL?productTitle=All%20Reviews,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",New York,US,1526569501,5/17/18 15:05
141.226.123.235,,,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL?productTitle=All%20Notices,https://www.google.co.il/,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,IL,1526569501,5/17/18 15:05
63.148.155.30,50919072,IBM Corporation,http://www.ftse.com/products/indices/russell-us,https://www.google.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Raleigh,US,1526569501,5/17/18 15:05
202.106.102.177,,,http://www.ftse.com/products/indices/epra-nareit,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0",,CN,1526569503,5/17/18 15:05
63.148.155.30,50919072,IBM Corporation,http://www.ftse.com/products/indices/russell-us,https://www.google.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Raleigh,US,1526569504,5/17/18 15:05
106.78.90.124,,,http://www.ftserussell.com/index-series/index-spotlights/global-equity-indexes?gclid=Cj0KCQjw0PTXBRCGARIsAKNYfG2-uxLHTXaRKS6UPOza9s8rqP4Hc9MEUhDuztDjpPmaXw4GbT7AazwaAuXqEALw_wcB,,"Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-J200G Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.2.5.1102 Mobile Safari/537.36",,IN,1526569507,5/17/18 15:05
202.106.102.177,,,http://www.ftse.com/Analytics/factsheets/home/search,http://www.ftse.com/products/indices/epra-nareit,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0",,CN,1526569512,5/17/18 15:05
80.152.160.250,87584491,Solactive AG,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL#,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36",Frankfurt,DE,1526569521,5/17/18 15:05
67.254.148.156,,,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/keep-it-simple-russell-us-style-indexes,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/russell-2000-index-small-cap-index-choice,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,US,1526569526,5/17/18 15:05
68.146.195.123,,,http://www.ftse.com/products/FTSETMX/Home/Indices,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1 Safari/605.1.15",,CA,1526569530,5/17/18 15:05
80.152.160.250,87584491,Solactive AG,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL#,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36",Frankfurt,DE,1526569536,5/17/18 15:05
199.47.168.80,24271952,Smarsh,http://www.ftserussell.com/files/research/clear-path-analysis-report-evolution-factor-investing,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526569543,5/17/18 15:05
167.181.12.171,120294900,SunTrust,http://www.ftse.com/products/indices/NAREIT,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Atlanta,US,1526569552,5/17/18 15:05
167.181.12.171,120294900,SunTrust,http://www.ftse.com/products/indices/NAREIT,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Atlanta,US,1526569554,5/17/18 15:05
199.47.168.81,24271952,Smarsh,http://www.ftserussell.com/files/research/us-small-cap-premium-and-business-cycle,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526569555,5/17/18 15:05
67.254.148.156,,,http://www.ftse.com/products/indices/Russell-US-Style?_ga=2.194815085.1720611395.1526569154-1078555127.1526569154,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/keep-it-simple-russell-us-style-indexes,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,US,1526569560,5/17/18 15:06
199.47.168.80,24271952,Smarsh,http://www.ftserussell.com/blog?page=1&tids=89,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526569563,5/17/18 15:06
67.254.148.156,,,http://www.ftse.com/products/indices/Russell-US-Style?_ga=2.194815085.1720611395.1526569154-1078555127.1526569154,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/keep-it-simple-russell-us-style-indexes,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,US,1526569566,5/17/18 15:06
